train_loss;val_loss;val_acc;dt;
0,815762212873;0,743473831684;0,790826612903;66,0049569607;
0,648467772961;0,723117766361;0,790322580645;60,7875390053;
0,621248799682;0,725556250061;0,791834677419;60,5971469879;
0,62313111344;0,727515697239;0,791330645161;65,751554966;
0,629339076281;0,732908499818;0,790826612903;64,0240430832;
0,619415020883;0,735887007367;0,791330645161;63,4049470425;
0,609619913995;0,730428391407;0,791834677419;63,535271883;
0,600078689456;0,732484049614;0,791834677419;65,2090699673;
0,620782645226;0,7440597016;0,791834677419;63,4217441082;
0,608692002296;0,745698389507;0,791834677419;60,6049530506;
0,597288144052;0,74746306577;0,792338709677;62,0497219563;
0,606905554116;0,752382605307;0,791330645161;66,8033699989;
0,605975849211;0,747363529859;0,792842741935;61,6550500393;
0,612746640563;0,758323890548;0,791330645161;62,8618898392;
0,592011208177;0,758147823714;0,791330645161;63,6413238049;
0,591607071638;0,756404871902;0,791834677419;65,5254647732;
0,598239273846;0,761406511068;0,791330645161;63,0973980427;
0,603341791213;0,763042511959;0,790322580645;62,2450330257;
0,601379781395;0,76523054992;0,791330645161;62,8801839352;
0,587605141699;0,763858011653;0,791330645161;65,024533987;
0,596027749687;0,768869782648;0,791330645161;61,3121790886;
0,602346298039;0,768751605864;0,790826612903;62,7211048603;
0,596917095125;0,770512309767;0,790826612903;65,0841948986;
0,598421358347;0,773821099151;0,790322580645;63,548418045;
0,587552817732;0,773585935754;0,791330645161;63,1058578491;
0,593045635402;0,773179380644;0,791834677419;63,2443730831;
0,588448570371;0,773392119715;0,792842741935;64,3719000816;
0,606443405509;0,774416704332;0,791834677419;64,2049920559;
0,601713846922;0,775702194341;0,791330645161;64,9295959473;
0,593149181962;0,780315405899;0,790322580645;63,0732369423;
0,587689544529;0,779112856234;0,792338709677;64,9780399799;
0,600213906586;0,783355361992;0,790826612903;63,792468071;
0,592401320815;0,785781580114;0,790322580645;67,0594689846;
0,595297628492;0,781917477808;0,791834677419;67,796530962;
0,586575906217;0,78612145397;0,791834677419;62,3441030979;
0,59386034441;0,785678536661;0,791330645161;63,8752458096;
0,593379501045;0,787304168267;0,791330645161;64,2216711044;
0,59030108878;0,787543755385;0,790826612903;65,2729799747;
0,597705535531;0,791839382822;0,790322580645;64,5748121738;
0,596516424119;0,789589117371;0,791330645161;65,2795529366;
